model,year,target,names,values
rfr,2019,wdi-EG.ELC.ACCS.UR.ZS,wdi2-SP.RUR.TOTL.ZS,0.008593031283158763
rfr,2019,wdi-EG.ELC.ACCS.UR.ZS,wdi2-SP.URB.GROW,0.027536559794022274
rfr,2019,wdi-EG.ELC.ACCS.UR.ZS,wdi2-SP.URB.TOTL,0.010125948737848507
rfr,2019,wdi-EG.ELC.ACCS.UR.ZS,wdi2-SP.URB.TOTL.IN.ZS,0.00812702997048141
rfr,2019,wdi-EG.ELC.ACCS.UR.ZS,wdi-IT.NET.SECR.P6,0.03241802888539249
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-NE.DAB.TOTL.CN,0.006465804658212921
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-SP.POP.GROW,0.00455971187644462
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-SP.POP.TOTL,0.8658554274857923
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-SP.RUR.TOTL.ZS,0.004095825499669429
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-SP.URB.GROW,0.002502407486414321
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-SP.URB.TOTL,0.09959627836682122
rfr,2019,wdi2-SP.RUR.TOTL,wdi2-SP.URB.TOTL.IN.ZS,0.003775813454921658
rfr,2019,wdi2-SP.RUR.TOTL,wdi-EG.ELC.ACCS.ZS,0.003871563115409968
rfr,2019,wdi2-SP.RUR.TOTL,wdi-EG.ELC.ACCS.UR.ZS,0.004382457487511537
rfr,2019,wdi2-SP.RUR.TOTL,wdi-IT.NET.SECR.P6,0.004894710568801937
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-NE.DAB.TOTL.CN,4.901696836461821e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.POP.GROW,5.568068221952933e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.POP.TOTL,3.27444278749157e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.RUR.TOTL,8.514853569575721e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.URB.GROW,4.900497480024769e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.URB.TOTL,3.4369880549174024e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.URB.TOTL.IN.ZS,0.9995947080504635
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi-EG.ELC.ACCS.ZS,2.1979112727194943e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi-EG.ELC.ACCS.UR.ZS,2.596556206614227e-05
rfr,2019,wdi2-SP.RUR.TOTL.ZS,wdi-IT.NET.SECR.P6,5.138180523905645e-05
rfr,2019,wdi2-SP.URB.GROW,wdi2-NE.DAB.TOTL.CN,0.014236030167236274
rfr,2019,wdi2-SP.URB.GROW,wdi2-SP.POP.GROW,0.8942969875718005
rfr,2019,wdi2-SP.URB.GROW,wdi2-SP.POP.TOTL,0.005985789679895761
rfr,2019,wdi2-SP.URB.GROW,wdi2-SP.RUR.TOTL,0.013692023841189373
rfr,2019,wdi2-SP.URB.GROW,wdi2-SP.RUR.TOTL.ZS,0.013352791306731
rfr,2019,wdi2-SP.URB.GROW,wdi2-SP.URB.TOTL,0.005135187073106662
rfr,2019,wdi2-SP.URB.GROW,wdi2-SP.URB.TOTL.IN.ZS,0.01218865916601102
rfr,2019,wdi2-SP.URB.GROW,wdi-EG.ELC.ACCS.ZS,0.008166958026359993
rfr,2019,wdi2-SP.URB.GROW,wdi-EG.ELC.ACCS.UR.ZS,0.008393649973381477
rfr,2019,wdi2-SP.URB.GROW,wdi-IT.NET.SECR.P6,0.02455192319428807
rfr,2019,wdi2-SP.URB.TOTL,wdi2-NE.DAB.TOTL.CN,0.006799557682649634
rfr,2019,wdi2-SP.URB.TOTL,wdi2-SP.POP.GROW,0.004910103849678637
rfr,2019,wdi2-SP.URB.TOTL,wdi2-SP.POP.TOTL,0.7700929092967924
rfr,2019,wdi2-SP.URB.TOTL,wdi2-SP.RUR.TOTL,0.19120719351309462
rfr,2019,wdi2-SP.URB.TOTL,wdi2-SP.RUR.TOTL.ZS,0.004858201853254619
rfr,2019,wdi2-SP.URB.TOTL,wdi2-SP.URB.GROW,0.004623719990251685
rfr,2019,wdi2-SP.URB.TOTL,wdi2-SP.URB.TOTL.IN.ZS,0.003591424643211393
rfr,2019,wdi2-SP.URB.TOTL,wdi-EG.ELC.ACCS.ZS,0.003980992120880722
rfr,2019,wdi2-SP.URB.TOTL,wdi-EG.ELC.ACCS.UR.ZS,0.005479701533655106
rfr,2019,wdi2-SP.URB.TOTL,wdi-IT.NET.SECR.P6,0.00445619551653119
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-NE.DAB.TOTL.CN,4.63121856449679e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-SP.POP.GROW,6.11593804580593e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-SP.POP.TOTL,3.4236306408645454e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-SP.RUR.TOTL,0.00010681213948326026
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-SP.RUR.TOTL.ZS,0.9995660319398834
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-SP.URB.GROW,4.9713033607269945e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi2-SP.URB.TOTL,3.627940506300549e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi-EG.ELC.ACCS.ZS,2.3507479041812468e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi-EG.ELC.ACCS.UR.ZS,2.3313646888189898e-05
rfr,2019,wdi2-SP.URB.TOTL.IN.ZS,wdi-IT.NET.SECR.P6,5.2634483521429646e-05
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-NE.DAB.TOTL.CN,0.09464191689434409
rfr,2019,wdi-IT.NET.SECR.P6,wdi-EG.ELC.ACCS.ZS,0.04306613976151313
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.POP.GROW,0.08038020931099037
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.POP.TOTL,0.17959199866258047
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.RUR.TOTL,0.11901697891883202
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.RUR.TOTL.ZS,0.0693219027528782
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.URB.GROW,0.0798182095357617
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.URB.TOTL,0.2406832726521116
rfr,2019,wdi-IT.NET.SECR.P6,wdi2-SP.URB.TOTL.IN.ZS,0.0884983009155539
rfr,2019,wdi-IT.NET.SECR.P6,wdi-EG.ELC.ACCS.UR.ZS,0.0049810705954344715
