,Unnamed: 0,target,rmse_deviation,model,R2
26,26,wdi-IT.NET.SECR.P6,0.0568656198376418,etr,0.1139482352040295
27,27,wdi-IT.NET.SECR,0.039590409203393,etr,0.7064415272543851
28,28,wdi2-PA.NUS.ATLS,0.5886141796191496,etr,0.9506615824656268
29,29,wdi2-NY.GDP.MKTP.CN,0.3779032307135353,etr,0.9806216447036752
30,30,wdi2-NY.GDP.PCAP.CN,0.2675187699542979,etr,0.9779242836239213
31,31,wdi2-NY.GDP.MKTP.KN,0.3395152221711286,etr,0.9803401571202296
32,32,wdi2-NY.GDP.DEFL.ZS,0.1250157651560688,etr,0.7632376499840512
33,33,wdi2-NY.GDP.PCAP.KN,0.6493813830760444,etr,0.8995035964561463
34,34,wdi2-NY.GDP.MKTP.CD,0.2753410663364848,etr,0.9929417873285942
35,35,wdi2-NY.GDP.MKTP.KD.ZG,0.0720901551564764,etr,0.0602721580142042
36,36,wdi2-NY.GDP.PCAP.CD,0.1840373087538562,etr,0.983322403686044
37,37,wdi2-NY.GDP.PCAP.KD.ZG,0.0176278354043629,etr,0.9410432918538114
38,38,wdi2-NY.GDP.DEFL.KD.ZG,0.0679424190663215,etr,0.3679411755114579
39,39,wdi2-NY.GDP.DEFL.ZS.AD,0.1134071389297089,etr,0.8052215297935945
40,40,wdi2-NY.GDP.MKTP.CN.AD,0.7608025160027512,etr,0.9208980246585742
41,41,wdi2-TX.VAL.MRCH.CD.WT,0.4007594451508828,etr,0.99470248136615
42,42,wdi2-TM.VAL.MRCH.CD.WT,0.4925878979848423,etr,0.9904609307227942
43,43,wdi2-NY.GDP.DEFL.KD.ZG.AD,0.0820204124288554,etr,0.0789974438431098
44,44,wdi2-PA.NUS.PPP,0.6372879904873763,etr,0.9272800241905932
45,45,epi-SNM,0.204335680419787,etr,0.8831556028863744
46,46,epi-AGR,0.2219431630706403,etr,0.8621511911245165
47,47,wdi2-NY.GNP.MKTP.CN,0.4618846006213887,etr,0.9698059435191004
48,48,wdi2-NY.GNP.PCAP.CN,0.3326830587134805,etr,0.9652324659237274
49,49,wdi2-NY.GNP.MKTP.CD,0.2228951484566497,etr,0.9953889980555424
50,50,wdi2-NY.GNP.MKTP.CN.AD,0.2610073595282545,etr,0.9903115300412446
51,51,wdi2-NY.GDP.PCAP.PP.KD,0.1525695912841499,etr,0.9801211772826808
52,52,wdi2-NY.GDP.MKTP.PP.KD,0.2247334676676029,etr,0.9955259410251716
53,53,key-wdi2-NY.GDP.MKTP.CD,0.301528842714732,etr,0.9914269362053948
54,54,key-wdi2-NY.GDP.PCAP.CD,0.3408176752609992,etr,0.9447522781376392
55,55,wdi2-NY.GDP.PCAP.PP.CD,0.2095784417969681,etr,0.9627340386707378
56,56,wdi2-NY.GDP.MKTP.PP.CD,0.2453755982213295,etr,0.9947518795485828
57,57,key-wdi2-NY.GDP.DEFL.KD.ZG,0.0837824852184386,etr,0.0571349139051959
58,58,key-wdi2-NY.GDP.MKTP.KD.ZG,0.0602813234892019,etr,0.3528176341019373
59,59,wdi2-TG.VAL.TOTL.GD.ZS,0.345884704633508,etr,0.7252386599372144
60,60,wdi2-NY.GSR.NFCY.CN,0.0406269979919483,etr,0.8003212002085034
61,61,wdi2-PA.NUS.PPPC.RF,0.0850018621348705,etr,0.9306519261280204
62,62,wdi2-NY.GSR.NFCY.CD,0.0245986049508217,etr,0.9184794897134574
63,63,wdi2-NY.GNP.PCAP.CD,0.2837078610883242,etr,0.9600350643557882
64,64,wdi2-NY.GNP.PCAP.PP.CD,0.1652786934479825,etr,0.9749250554397988
65,65,wdi2-NY.GNP.ATLS.CD,0.1503271266593739,etr,0.997881085242208
66,66,wdi2-NY.GNP.MKTP.PP.CD,0.2375380653065154,etr,0.9948447086265948
67,67,epi-PMD,0.0591854420563561,etr,0.9644213165371814
68,68,epi-HAD,0.0824481602886828,etr,0.985162853805322
69,69,epi-OZD,0.1353434463480745,etr,0.8661341720203393
70,70,epi-USD,0.0614497465988067,etr,0.9797772574837942
71,71,epi-UWD,0.0550604200036392,etr,0.981863241016441
72,72,epi-PBD,0.0061429349796102,etr,0.9997289099806842
73,73,epi-GHP,0.0771205700495288,etr,0.969617596335496
74,74,epi-AIR,0.0544725837638516,etr,0.9696544817528618
75,75,epi-H2O,0.0463045769285513,etr,0.9876071362635888
76,76,epi-HMT,0.0853163570996555,etr,0.947709078151284
77,77,wdi-EG.ELC.ACCS.ZS,0.0312514305681083,etr,0.9801165784055212
78,78,wdi2-SH.TBS.INCD,0.434861236309568,etr,0.9275113806048244
79,79,wdi2-NY.ADJ.DMIN.CD,0.0574501098105554,etr,0.7279770258625867
80,80,wdi-IQ.SPI.PIL1,0.3138672323945083,etr,0.7681285098141611
81,81,wdi-IQ.SPI.PIL3,0.0908095839878683,etr,0.9288468980079332
82,82,wdi2-SE.PRE.DURS,0.1790520925802949,etr,0.8180628920634054
83,83,wdi-BX.TRF.PWKR.CD.DT,0.5965045241955088,etr,0.9578976078063006
84,84,wdi2-NY.GDP.MKTP.KD,0.2174936676263921,etr,0.9953822294335932
85,85,wdi2-NY.GDP.PCAP.KD,0.2454630378294952,etr,0.974078904927406
86,86,epi-BCA,0.1999211517594157,etr,0.8802465118238606
87,87,epi-GIB,0.2847960890286429,etr,0.8176780480117127
88,88,epi-SDA,0.1899881596477086,etr,0.7799797870785201
89,89,epi-NXA,0.2636213501560099,etr,0.7718669729495113
90,90,epi-APE,0.1799779201265907,etr,0.7775371690706054
91,91,wdi2-SP.RUR.TOTL.ZG,0.0595825060270681,etr,0.8753777396738889
92,92,key-wdi-EG.ELC.ACCS.ZS,0.0326868947943719,etr,0.9786943603190932
93,93,wdi2-NY.ADJ.DCO2.CD,0.4003486482264048,etr,0.969778173649296
94,94,wdi2-NY.TRF.NCTR.CN,0.862890726678175,etr,0.9182285055212244
95,95,wdi-IS.SHP.GOOD.TU,0.3047319020194576,etr,0.9965754451858756
96,96,wdi2-NY.TRF.NCTR.CD,0.0145867712878389,etr,0.9761231081613192
97,97,wdi-BX.TRF.PWKR.DT.GD.ZS,0.3682364659714084,etr,0.8726854760466004
98,98,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,0.3617234296121704,etr,0.8771492980201481
99,99,ohi-ao-future,0.0354685263281701,etr,0.9731852527482666
100,100,ohi-ao-pressures,0.0491556773664138,etr,0.9690092017663586
101,101,ohi-ao-resilience,0.0186586921357389,etr,0.9712247156592538
102,102,ohi-ao-score,0.052004124556362,etr,0.9412796461949504
103,103,ohi-ao-status,0.0534850523620119,etr,0.938554610905951
104,104,ohi-ao-trend,0.0732236101807284,etr,0.5653279449379641
105,105,ohi-bd-future,0.0259058149829769,etr,0.8623670620930919
106,106,ohi-bd-score,0.0273622215864332,etr,0.8174879000681724
107,107,ohi-bd-status,0.0211898606554819,etr,0.8922617955036256
108,108,ohi-bd-trend,0.0426791562602859,etr,0.9091108244919438
109,109,ohi-cw-future,0.1049652499413791,etr,0.8371987288657124
110,110,ohi-cw-pressures,0.0279890859229236,etr,0.939078371320718
111,111,ohi-cw-resilience,0.0397674336328795,etr,0.9608466831583494
112,112,ohi-cw-score,0.0787181086768815,etr,0.874796020842434
113,113,ohi-cw-status,0.0920297939340506,etr,0.803454142328233
114,114,ohi-cw-trend,0.1134195684113794,etr,0.6789114420855642
115,115,ohi-eco-future,0.1215683506377429,etr,0.8576249017754709
116,116,ohi-eco-pressures,0.0510570033705131,etr,0.938587422355347
117,117,ohi-eco-resilience,0.0259630604221195,etr,0.9600045009182576
118,118,ohi-eco-score,0.0612477761669532,etr,0.9606691380705084
119,119,ohi-eco-status,0.0913582836979201,etr,0.9085297364553228
120,120,ohi-eco-trend,0.0466436526242649,etr,0.8588128744428298
121,121,ohi-fis-future,0.168896860088864,etr,0.8221894201375386
122,122,ohi-fis-pressures,0.061653471304948,etr,0.9576149883304914
123,123,ohi-fis-resilience,0.031116962734867,etr,0.9235086024306912
124,124,ohi-fis-score,0.1484765086243094,etr,0.8566461100190025
125,125,ohi-fis-status,0.1421754093935977,etr,0.8640361026663771
126,126,ohi-fis-trend,0.0731330749348107,etr,0.3330705151751901
127,127,ohi-fp-future,0.1668775706193881,etr,0.8413196919791097
128,128,ohi-fp-score,0.0250049201374298,etr,0.9963806631866224
129,129,ohi-fp-status,0.1431663344483607,etr,0.8812044124472876
130,130,ohi-fp-trend,0.0705129796722793,etr,0.3105527529905527
131,131,ohi-hab-future,0.027911247837612,etr,0.9493658030374236
132,132,ohi-hab-pressures,0.0483666890466191,etr,0.9317302330511986
133,133,ohi-hab-resilience,0.0192009890193648,etr,0.9705180407982896
134,134,ohi-hab-score,0.0138092332877842,etr,0.9869839122355926
135,135,ohi-hab-status,0.0386838132217359,etr,0.9087466887272844
136,136,ohi-ico-future,0.0503455161907736,etr,0.8161180697144579
137,137,ohi-ico-pressures,0.0386592538672572,etr,0.9365772734619294
138,138,ohi-ico-resilience,0.0079859451753014,etr,0.9955138925650244
139,139,ohi-ico-score,0.0369533267868508,etr,0.8736266829575842
140,140,ohi-ico-status,0.0061277998826867,etr,0.995528558103505
141,141,ohi-ico-trend,0.0853226893118751,etr,0.7759166986780867
142,142,ohi-index-future,0.0440447072687054,etr,0.8387195819030077
143,143,ohi-index-score,0.0373807313823222,etr,0.8730033972871901
144,144,ohi-le-future,0.0230518531505697,etr,0.9935181691886316
145,145,ohi-le-score,0.1075746725318503,etr,0.8027180721929699
146,146,ohi-le-status,0.0689076354181398,etr,0.9030348272024352
147,147,ohi-le-trend,0.0473972119385793,etr,0.969342547950379
148,148,ohi-liv-future,0.0129442234182806,etr,0.9990233781853312
149,149,ohi-liv-pressures,0.0410406813646014,etr,0.962612572484285
150,150,ohi-liv-resilience,0.0357114217570767,etr,0.9155578954292122
151,151,ohi-liv-score,0.127877782185388,etr,0.8164895883779616
152,152,ohi-liv-status,0.1133366238129164,etr,0.7998337856977803
153,153,ohi-liv-trend,0.1736864243740748,etr,0.791462825127932
154,154,ohi-lsp-future,0.430021442016581,etr,0.8111096416072539
155,155,ohi-lsp-pressures,0.0223768430429096,etr,0.9669141945733096
156,156,ohi-lsp-resilience,0.0379757902277018,etr,0.956452980706258
157,157,ohi-lsp-score,0.394640405871874,etr,0.8457670137193206
158,158,ohi-lsp-status,0.4170137693173728,etr,0.8359500244116634
159,159,ohi-lsp-trend,0.1803585636052373,etr,0.5791843581626033
160,160,ohi-mar-pressures,0.0665784453590623,etr,0.9161466353121028
161,161,ohi-mar-resilience,0.0171158491360159,etr,0.9901765507334268
162,162,ohi-np-future,0.3039927681386922,etr,0.592645771602579
163,163,ohi-np-pressures,0.0756928839094861,etr,0.921084143178282
164,164,ohi-np-resilience,0.0280872731448877,etr,0.9348684897313836
165,165,ohi-np-score,0.2617217753737906,etr,0.6798062313509481
166,166,ohi-np-status,0.2055722377816388,etr,0.8010341849006863
167,167,ohi-np-trend,0.189950442081329,etr,0.3424836318976382
168,168,ohi-sp-future,0.1514187310571331,etr,0.8194101522981276
169,169,ohi-sp-score,0.141742829835528,etr,0.8450434283665161
170,170,ohi-sp-status,0.134567586251336,etr,0.8660415468459061
171,171,ohi-sp-trend,0.1023723707329012,etr,0.9982498755646912
172,172,ohi-spp-future,0.0208675146948733,etr,0.9111425752395896
173,173,ohi-spp-pressures,0.0672373483222326,etr,0.9109113845169868
174,174,ohi-spp-resilience,0.0358493298208502,etr,0.9550431401510228
175,175,ohi-spp-score,0.0217382426631831,etr,0.8630646028605267
176,176,ohi-spp-status,0.0098094230830888,etr,0.9684348977343568
177,177,ohi-spp-trend,0.0722001316243392,etr,0.8869311251461557
178,178,ohi-tr-future,0.1195639389923689,etr,0.9129468950625316
179,179,ohi-tr-pressures,0.0298781848733059,etr,0.9443937617191648
180,180,ohi-tr-resilience,0.0438910595329952,etr,0.9523058010827092
181,181,ohi-tr-score,0.1081060894890595,etr,0.9291832299995672
182,182,ohi-tr-status,0.1165369990949293,etr,0.9224415446370196
183,183,ohi-tr-trend,0.0864070019901253,etr,0.661871979036601
184,184,wdi2-NY.GDP.FRST.RT.ZS,0.7626028342846527,etr,0.933214583396454
185,185,wdi2-NY.GDP.MINR.RT.ZS,0.0282090723339353,etr,0.9376623708050772
186,186,paris-94,0.1017449551501318,etr,0.9977078717576332
187,187,wdi-EG.ELC.ACCS.UR.ZS,0.0200332616725152,etr,0.976212591656632
188,188,epi-CDA,0.1679233741314596,etr,0.83007907749459
189,189,epi-CHA,0.1629893235991778,etr,0.8779486195497508
190,190,epi-NDA,0.1934250147364843,etr,0.8234211862496106
191,191,wdi-BX.KLT.DINV.CD.WD,0.0497517323487585,etr,0.8539063982409185
192,192,key-wdi-IS.SHP.GOOD.TU,0.5981898002140298,etr,0.9865761756157913
193,193,wdi2-ST.INT.ARVL,0.2672886384661847,etr,0.9797084226293516
194,194,wdi2-NY.GDP.TOTL.RT.ZS,0.0417529384383726,etr,0.8294586319434861
195,195,wdi-IS.SHP.GCNW.XQ,0.2049320355683922,etr,0.9778252078608723
196,196,key-wdi-BX.TRF.PWKR.DT.GD.ZS,0.0434426434067214,etr,0.9982443274611166
197,197,key-mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,0.2752511904205764,etr,0.9295194245642486
198,198,wdi-EG.ELC.ACCS.RU.ZS,0.0569478154464821,etr,0.9628701218453444
199,199,wdi2-NY.ADJ.DMIN.GN.ZS,0.894206169291162,etr,0.9572582936692352
200,200,key-ohi-index-score,0.0285390960396985,etr,0.923312077018161
201,201,wdi2-TX.VAL.MRCH.WL.CD,0.5005265949524657,etr,0.9921722637372306
202,202,wdi2-TX.VAL.MRCH.RS.ZS,0.0543543825900465,etr,0.1033797889884391
203,203,wdi2-TX.UVI.MRCH.XD.WD,0.1063959542193,etr,0.9186035147113784
204,204,wdi2-TM.UVI.MRCH.XD.WD,0.1053769845185821,etr,0.871248959925642
205,205,wdi2-TM.VAL.MRCH.WL.CD,0.5180768995832659,etr,0.9889219648781508
206,206,wdi2-TM.VAL.MRCH.RS.ZS,0.1005291155689799,etr,0.5168760586379657
207,207,key-wdi-BX.KLT.DINV.CD.WD,0.0532699645561839,etr,0.835832825157482
208,208,epi-TCL,0.191650991045131,etr,0.8150166936406789
209,209,ldc-HAI,0.024695546864576,etr,0.97645127071652
210,210,ldc-U5M-Value,0.2586726854742858,etr,0.8918316030106863
211,211,ldc-U5M-Index,0.0437022744714089,etr,0.91507336764138
212,212,ldc-MMR-Value,0.2249416835918211,etr,0.9661032520498836
213,213,ldc-MMR-Index,0.0243798744882306,etr,0.9610746978423086
214,214,ldc-STU-Value,0.1964659762331089,etr,0.9314569224535044
215,215,ldc-STU-Index,0.0720105803961086,etr,0.9478852844290252
216,216,ldc-GSSE-Value,0.0651442426221803,etr,0.922619008131824
217,217,ldc-GSSE-Index,0.0566573851974781,etr,0.9451661290558638
218,218,ldc-ALR-Value,0.0270517072187788,etr,0.9716510273756138
219,219,ldc-ALR-Index,0.0402088264749186,etr,0.9678741818814866
220,220,ldc-GPIS-Value,0.0292331769836978,etr,0.920650363240644
221,221,ldc-GPIS-Index,0.0357553904788579,etr,0.9052258488785851
222,222,ldc-EVI,0.0827120722781807,etr,0.9169448291473458
223,223,ldc-AFF-Value,0.1862517641773276,etr,0.955684814381947
224,224,ldc-AFF-Index,0.1909307150119614,etr,0.9598773759245436
225,225,ldc-REM-Value,0.0478741970521275,etr,0.9458984072335036
226,226,ldc-REM-Index,0.0436093520193988,etr,0.968475996645136
227,227,ldc-XCON-Value,0.0082640070265803,etr,0.9996163088374896
228,228,ldc-XCON-Index,0.0077436343885491,etr,0.9997932288186008
229,229,ldc-XIN-Value,0.0393815753090056,etr,0.9981355397147144
230,230,ldc-XIN-Index,0.2921561711117698,etr,0.8761296712468597
231,231,ldc-LECZ-Value,0.3414853525294807,etr,0.9307602025601022
232,232,ldc-LECZ-Index,0.1397646246400461,etr,0.9730722574141708
233,233,ldc-DRY-Value,0.059314072111905,etr,0.8627932283583319
234,234,ldc-DRY-Index,0.1534564875292612,etr,0.9991582394288951
235,235,ldc-AIN-Value,0.4031828141757773,etr,0.8284923365081245
236,236,ldc-AIN-Index,0.3425264728114991,etr,0.8234140719012613
237,237,ldc-VIC-Value,0.6086848803596021,etr,0.7151854336958907
238,238,ldc-VIC-Index,0.1675028656168841,etr,0.8835671969995318
239,239,wdi2-TX.VAL.MRCH.HI.ZS,0.1650298024976298,etr,0.8120156938997967
240,240,wdi2-TM.VAL.MRCH.HI.ZS,0.1018842776176768,etr,0.809615057522856
241,241,wdi2-TM.VAL.MRCH.OR.ZS,0.5617606911273839,etr,0.6990986705154496
242,242,mvi-ldc-AFF-Index,0.0386446629452334,etr,0.9983563218634052
243,243,mvi-ldc-REM-Index,0.0305176176380595,etr,0.9845622731479988
244,244,mvi-ldc-XCON-Index,0.2087722450379125,etr,0.8497045433214578
245,245,mvi-ldc-XIN-Index,0.2353295454203658,etr,0.9196307207460928
246,246,mvi-ldc-LECZ-Index,0.212132797443532,etr,0.9379672463048552
247,247,mvi-ldc-DRY-Index,0.0662626594651319,etr,0.8287629296594463
248,248,mvi-ldc-AIN-Index,0.3207211700931486,etr,0.8451814260393676
249,249,mvi-ldc-VIC-Index,0.1780689816918135,etr,0.8684146862022396
250,250,mvi-geographic,0.0238732496796008,etr,0.9961871044945392
251,251,mvi-economic,0.0815474775902434,etr,0.9644762071772508
252,252,mvi-environmental,0.0521193362786222,etr,0.9892607922151986
253,253,key-mvi-ldc-XCON-Index,0.1732448400505105,etr,0.8965046240944053
254,254,key-mvi-ldc-XIN-Index,0.251150014089176,etr,0.9084615455298036
255,255,key-mvi-ldc-AIN-Index,0.3024636950279172,etr,0.8623062226060488
256,256,key-mvi-ldc-AFF-Index,0.1995232282624649,etr,0.956184814277042
257,257,key-mvi-ldc-VIC-Index,0.2029635833825038,etr,0.8290507837766263
258,258,key-mvi-ldc-REM-Index,0.0413115199903658,etr,0.971710553740106
259,259,key-mvi-ldc-LECZ-Index,0.1917022920849598,etr,0.949340601006659
260,260,key-mvi-ldc-HAI,0.0289766582526032,etr,0.9675789721541022
261,261,key-mvi-ldc-EVI,0.0806769025304918,etr,0.9209817688105092
262,262,wdi-BX.KLT.DINV.WD.GD.ZS,0.0555095027876903,etr,0.4323848568408021
263,263,wdi2-PA.NUS.FCRF,0.6970646389530905,etr,0.9303965908605502
264,264,wdi2-NY.ADJ.DKAP.CD,0.2965923568723781,etr,0.9948324848615636
265,265,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,0.0508214411783328,etr,0.5242122548778101
266,266,wdi2-NY.ADJ.DNGY.CD,0.8650628178938689,etr,0.9267006155081668
267,267,ohi-cp-future,0.09464156002551,etr,0.8620178330571866
268,268,ohi-cp-pressures,0.1074770342541994,etr,0.5884585536318248
269,269,ohi-cp-resilience,0.0469273347569771,etr,0.9245173123143574
270,270,ohi-cp-score,0.0595094673930193,etr,0.9452923495319874
271,271,ohi-cp-status,0.0536591854754929,etr,0.9589377714139264
272,272,wdi2-NY.ADJ.DCO2.GN.ZS,0.2821474002327122,etr,0.8944552428265201
273,273,wdi2-TX.VAL.MRCH.OR.ZS,0.7410034765522134,etr,0.5726360676882728
274,274,wdi2-TM.VAL.MRCH.R3.ZS,0.7541464483950169,etr,0.6699825504472248
275,275,wdi2-TM.VAL.MRCH.R6.ZS,0.7088216035553124,etr,0.9116523090431288
276,276,wdi2-SG.GEN.PARL.ZS,0.3734525663444599,etr,0.7921406357073104
277,277,ohi-hab-trend,0.0503818196406442,etr,0.8763064343562942
278,278,wdi2-TM.VAL.MRCH.R1.ZS,0.4318240603534101,etr,0.7178002273441051
279,279,wdi2-SH.TBS.DTEC.ZS,0.0274182477318754,etr,0.9607339557628132
280,280,ihme-acne-vulgaris,0.0809393401299751,etr,0.9556284726899358
281,281,ihme-acute-glomerulonephritis,0.3610590553506196,etr,0.9661778077309838
282,282,ihme-acute-hepatitis,0.2857419829852816,etr,0.9525673293901048
283,283,ihme-adverse-effects-of-medical-treatment,0.089370458740717,etr,0.9842114055319604
284,284,ihme-african-trypanosomiasis,,etr,1.0
285,285,ihme-age-related-and-other-hearing-loss,0.0539658379317729,etr,0.9763888392093468
286,286,ihme-alcohol-use-disorders,0.137761598566091,etr,0.9635169094433422
287,287,ihme-alopecia-areata,0.0474193773175,etr,0.9827398945044986
288,288,ihme-alzheimer's-disease-and-other-dementias,0.0766100425875139,etr,0.984686144591
289,289,ihme-animal-contact,0.173396482497426,etr,0.962425668551082
290,290,ihme-anxiety-disorders,0.0384714234551609,etr,0.9853379425108808
291,291,ihme-aortic-aneurysm,0.0841206403381965,etr,0.985212445989752
292,292,ihme-appendicitis,0.0916521091383107,etr,0.9752850679904804
293,293,ihme-asthma,0.0601773717530654,etr,0.9680946909772136
294,294,ihme-atrial-fibrillation-and-flutter,0.0711370569600943,etr,0.976867621378379
295,295,ihme-attention-deficit/hyperactivity-disorder,0.0571856993487672,etr,0.9899903365167044
296,296,ihme-autism-spectrum-disorders,0.083456438318659,etr,0.9593080264113554
297,297,ihme-bacterial-skin-diseases,0.0752682089238182,etr,0.9817580898411224
298,298,ihme-bipolar-disorder,0.0385566022493049,etr,0.9966033160517392
299,299,ihme-bladder-cancer,0.07829991347634,etr,0.9880728849751482
300,300,ihme-blindness-and-vision-loss,0.0640466843523707,etr,0.9707693464990044
301,301,ihme-brain-and-central-nervous-system-cancer,0.0898238921801955,etr,0.9600807754027768
302,302,ihme-breast-cancer,0.0847588215755041,etr,0.9570745282988112
303,303,ihme-cardiomyopathy-and-myocarditis,0.1347610895912646,etr,0.9635514758752132
304,304,ihme-cervical-cancer,0.0588095942739136,etr,0.9821290325551144
305,305,ihme-chagas-disease,0.6192014375952924,etr,0.9597331654883442
306,306,ihme-chronic-kidney-disease,0.0738140542963545,etr,0.968185390241475
307,307,ihme-chronic-obstructive-pulmonary-disease,0.0913143221637855,etr,0.9676881256402586
308,308,ihme-cirrhosis-and-other-chronic-liver-diseases,0.0659337954368067,etr,0.965384663706262
309,309,ihme-colon-and-rectum-cancer,0.0719877508147111,etr,0.9876479036478416
310,310,ihme-conduct-disorder,0.0856034440401395,etr,0.8975449389514109
311,311,ihme-conflict-and-terrorism,0.8586994834638001,etr,0.9677923559331068
312,312,ihme-congenital-birth-defects,0.1124371904768777,etr,0.9557017854158266
313,313,ihme-cystic-echinococcosis,0.3888141468330443,etr,0.976552453218538
314,314,ihme-cysticercosis,0.2487529650169272,etr,0.9262583672864336
315,315,ihme-decubitus-ulcer,0.105788044870529,etr,0.9951248959103384
316,316,ihme-dengue,0.3919624502564361,etr,0.9519927518817916
317,317,ihme-depressive-disorders,0.0372847967773793,etr,0.9928440914613706
318,318,ihme-dermatitis,0.0633428768766904,etr,0.964053442393893
319,319,ihme-diabetes-mellitus,0.1063654734247467,etr,0.9595012678140916
320,320,ihme-diarrheal-diseases,0.2755154433621284,etr,0.9365106886504406
321,321,ihme-dietary-iron-deficiency,0.069446093598419,etr,0.9456866154329838
322,322,ihme-diphtheria,0.4534802663924199,etr,0.8880231077122034
323,323,ihme-drowning,0.118780532355117,etr,0.9563114480366988
324,324,ihme-drug-use-disorders,0.0657114588574896,etr,0.9743385041272826
325,325,ihme-eating-disorders,0.0718787428261465,etr,0.9921191395894832
326,326,ihme-ebola,,etr,1.0
327,327,ihme-encephalitis,0.1218519238120695,etr,0.9568387269069296
328,328,ihme-endocarditis,0.1700822898661865,etr,0.8871677692293194
329,329,"ihme-endocrine,-metabolic,-blood,-and-immune-disorders",0.0854800265066378,etr,0.9647949536628184
330,330,ihme-environmental-heat-and-cold-exposure,0.2351527909219659,etr,0.808197508382564
331,331,ihme-esophageal-cancer,0.1132828138695201,etr,0.9771142525122972
332,332,ihme-executions-and-police-conflict,0.0578802587539287,etr,0.4691894421074811
333,333,ihme-exposure-to-forces-of-nature,0.0487504285452232,etr,0.0353746888497146
334,334,ihme-exposure-to-mechanical-forces,0.1089061263716573,etr,0.9767286020441224
335,335,ihme-falls,0.08484952379982,etr,0.9696451552022788
336,336,"ihme-fire,-heat,-and-hot-substances",0.1287839544523453,etr,0.9275317589149896
337,337,ihme-food-borne-trematodiases,,etr,1.0
338,338,ihme-foreign-body,0.1268177799522501,etr,0.9373996865567936
339,339,ihme-fungal-skin-diseases,0.0759532478718436,etr,0.964753654851309
340,340,ihme-gallbladder-and-biliary-diseases,0.0487960166778161,etr,0.9860818164578308
341,341,ihme-gallbladder-and-biliary-tract-cancer,0.0576740024736227,etr,0.985547469429046
342,342,ihme-gout,0.0768166891858719,etr,0.9873491604832711
343,343,ihme-guinea-worm-disease,,etr,1.0
344,344,ihme-gynecological-diseases,0.0782498353805482,etr,0.957032887868664
345,345,ihme-hiv/aids,0.1985243554135165,etr,0.9620076752507724
346,346,ihme-headache-disorders,0.0418522603328408,etr,0.9842780372001916
347,347,ihme-hemoglobinopathies-and-hemolytic-anemias,0.1031213589965425,etr,0.98372157837423
348,348,ihme-hodgkin-lymphoma,0.1708304944385568,etr,0.9316257388063128
349,349,ihme-hypertensive-heart-disease,0.1517780892719329,etr,0.9526643023450851
350,350,ihme-idiopathic-developmental-intellectual-disability,0.0719786694162658,etr,0.9817805805189252
351,351,ihme-idiopathic-epilepsy,0.0434051707614008,etr,0.9869170651443036
352,352,ihme-inflammatory-bowel-disease,0.1753578374198235,etr,0.8740781459727212
353,353,"ihme-inguinal,-femoral,-and-abdominal-hernia",0.0678311959605914,etr,0.9799986335003276
354,354,ihme-interpersonal-violence,0.216180972623812,etr,0.932418323321656
355,355,ihme-interstitial-lung-disease-and-pulmonary-sarcoidosis,0.1212283867847809,etr,0.9721922915046652
356,356,ihme-intestinal-nematode-infections,0.2284108787763331,etr,0.9667933383842584
